PMID,AuthorN,AuthorForename,AuthorLastname,AuthorInitials,AuthorAffiliation
33439986,2,Johan,Gobom,J,"Clinical Neurochemistry Laboratory, Sahlgrenska University Hospital, Mölndal, Sweden."
33439986,3,Lianne,Reus,L,"Alzheimer Center Amsterdam, Department of Neurology, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC - Location VUmc, The Netherlands."
33439986,4,Iris,Jansen,I,"Alzheimer Center Amsterdam, Department of Neurology, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC - Location VUmc, The Netherlands."
33439986,5,Shengjun,Hong,S,"Lübeck Interdisciplinary Platform for Genome Analytics (LIGA), Institutes of Neurogenetics and Cardiogenetics, University of Lübeck, Lübeck, Germany."
33439986,6,Valerija,Dobricic,V,"Lübeck Interdisciplinary Platform for Genome Analytics (LIGA), Institutes of Neurogenetics and Cardiogenetics, University of Lübeck, Lübeck, Germany."
33439986,7,Fabian,Kilpert,F,"Lübeck Interdisciplinary Platform for Genome Analytics (LIGA), Institutes of Neurogenetics and Cardiogenetics, University of Lübeck, Lübeck, Germany."
33439986,8,Mara,Ten Kate,M,"Alzheimer Center Amsterdam, Department of Neurology, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC - Location VUmc, The Netherlands."
33439986,9,Frederik,Barkhof,F,"Department of Radiology and Nuclear Medicine, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC - location VUmc, Amsterdam, The Netherlands."
33439986,10,Magda,Tsolaki,M,"1st Department of Neurology, AHEPA University Hospital, Makedonia, Thessaloniki, Greece."
33439986,11,Frans R J,Verhey,FRJ,"Alzheimer Center Limburg, School for Mental Health and Neuroscience, Maastricht University, Maastricht, The Netherlands."
33439986,12,Julius,Popp,J,"University Hospital Lausanne, Lausanne, Switzerland."
33439986,13,Pablo,Martinez-Lage,P,"Fundación CITA-Alzhéimer Fundazioa, San Sebastian, Spain."
33439986,14,Rik,Vandenberghe,R,"Neurology Service, University Hospitals Leuven, Leuven, Belgium."
33439986,15,Alberto,Lleó,A,"IIB-Sant Pau, Hospital de la Santa Creu i Sant Pau, Universitat Autonoma de Barcelona, Barcelona, Spain."
33439986,16,José Luís,Molinuevo,JL,"Barcelonaβeta Brain Research Center (BBRC), Pasqual Maragall Foundation, Barcelona, Spain."
33439986,17,Sebastiaan,Engelborghs,S,"Institute Born-Bunge, Reference Center for Biological Markers of Dementia (BIODEM), Institute Born-Bunge, University of Antwerp, Belgium."
33439986,18,Lars,Bertram,L,"Lübeck Interdisciplinary Platform for Genome Analytics (LIGA), Institutes of Neurogenetics and Cardiogenetics, University of Lübeck, Lübeck, Germany."
33439986,19,Simon,Lovestone,S,"University of Oxford, Oxford, UK."
33439986,20,Johannes,Streffer,J,"Institute Born-Bunge, Reference Center for Biological Markers of Dementia (BIODEM), Institute Born-Bunge, University of Antwerp, Belgium."
33439986,21,Stephanie,Vos,S,"Alzheimer Center Limburg, School for Mental Health and Neuroscience, Maastricht University, Maastricht, The Netherlands."
33439986,22,Isabelle,Bos,I,"Alzheimer Center Amsterdam, Department of Neurology, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC - Location VUmc, The Netherlands."
33439986,23,Kaj,Blennow,K,"Clinical Neurochemistry Laboratory, Sahlgrenska University Hospital, Mölndal, Sweden."
33439986,24,Philip,Scheltens,P,"Alzheimer Center Amsterdam, Department of Neurology, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC - Location VUmc, The Netherlands."
33439986,25,Charlotte E,Teunissen,CE,"Neurochemistry laboratory, Department of Clinical Chemistry, Amsterdam UMC - location VUmc, Amsterdam Neuroscience, The Netherlands."
33439986,26,Henrik,Zetterberg,H,"Clinical Neurochemistry Laboratory, Sahlgrenska University Hospital, Mölndal, Sweden."
33439986,27,Pieter Jelle,Visser,PJ,"Alzheimer Center Amsterdam, Department of Neurology, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC - Location VUmc, The Netherlands."
33475074,1,Wen,Wen,W,"Institute of Meterial Medica Integration and Transformation for Brain Disorders, Chengdu University of Traditional Chinese Medicine, Chengdu, Sichuan 611137,China | School of Pharmacy, Chengdu University of Traditional Chinese Medicine, Chengdu, Sichuan 611137, China."
33475074,2,Ping,Li,P,"Institute of Meterial Medica Integration and Transformation for Brain Disorders, Chengdu University of Traditional Chinese Medicine, Chengdu, Sichuan 611137,China | School of Pharmacy, Chengdu University of Traditional Chinese Medicine, Chengdu, Sichuan 611137, China."
33475074,3,Panwang,Liu,P,"Institute of Meterial Medica Integration and Transformation for Brain Disorders, Chengdu University of Traditional Chinese Medicine, Chengdu, Sichuan 611137,China | School of Pharmacy, Chengdu University of Traditional Chinese Medicine, Chengdu, Sichuan 611137, China."
33475074,4,Shijun,Xu,S,"Institute of Meterial Medica Integration and Transformation for Brain Disorders, Chengdu University of Traditional Chinese Medicine, Chengdu, Sichuan 611137,China | School of Pharmacy, Chengdu University of Traditional Chinese Medicine, Chengdu, Sichuan 611137, China."
33475074,5,Fushun,Wang,F,"Institute of Brain and Psychological Sciences, Sichuan Normal University, Chengdu, Sichuan 610000,China."
33475074,6,Jason H,Huang,JH,"Department of Neurosurgery, Baylor Scott & White Health Science Center, Temple, TX 79409,United States | Department of Surgery, Texas A&M University College of Medicine, Temple, TX 79409, United States."
33480329,1,Shabnam,Mahernia,S,"The Institute of Pharmaceutical Sciences (TIPS), Tehran University of Medical Sciences, Tehran, Iran."
33480329,2,Malihe,Hassanzadeh,M,"Department of Medicinal Chemistry, Faculty of Pharmacy, Tehran University of Medical Sciences, Tehran, Iran."
33480329,3,Mehdi,Adib,M,"School of Chemistry, College of Science, University of Tehran, Tehran, Iran."
33480329,4,Fariba,Peytam,F,"School of Chemistry, College of Science, University of Tehran, Tehran, Iran."
33480329,5,Zahra,Haghighijoo,Z,"Medicinal and Natural Products Chemistry Research Center, Shiraz University of Medical Sciences, Shiraz, Iran."
33480329,6,Aida,Iraji,A,"Medicinal and Natural Products Chemistry Research Center, Shiraz University of Medical Sciences, Shiraz, Iran."
33480329,7,Mohammad,Mahdavi,M,"Endocrinology and Metabolism Research Center, Endocrinology and Metabolism Clinical Sciences Institute, Tehran University of Medical Sciences, Tehran, Iran."
33480329,8,Najmeh,Edraki,N,"Medicinal and Natural Products Chemistry Research Center, Shiraz University of Medical Sciences, Shiraz, Iran."
33480329,9,Massoud,Amanlou,M,"The Institute of Pharmaceutical Sciences (TIPS), Tehran University of Medical Sciences, Tehran, Iran."
33495810,1,Qing-Qing,Xie,QQ,"Department of Pharmacology, School of Medicine, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33495810,2,Xiao,Feng,X,"Department of Pharmacology, School of Medicine, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33495810,3,Yi-Υun,Huang,YΥ,"Department of Microbiology and Biochemical Pharmacy, School of Pharmacy, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33495810,4,Nian,Fang,N,"Department of Microbiology and Biochemical Pharmacy, School of Pharmacy, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33495810,5,Hua,Yi,H,"Department of Pathology, Guangzhou University of Chinese Medicine, Guangzhou, Guangdong 511436, P.R. China."
33495810,6,Zi-Jian,Wang,ZJ,"Department of Pharmacology, School of Medicine, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33495810,7,Qiao-Υu,Cao,QΥ,"Department of Microbiology and Biochemical Pharmacy, School of Pharmacy, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33495810,8,Guo-Feng,Lou,GF,"Department of Clinical Molecular Biology, Akershus University Hospital, University of Oslo, 1478 Lørenskog, Norway."
33495810,9,Jun-Ping,Pan,JP,"Department of Pharmacology, School of Medicine, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33495810,10,Yang,Hu,Y,"Department of Pharmacology, School of Medicine, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33495810,11,Fang-Cheng,Li,FC,"Department of Neurosurgery, Guangzhou Women and Children's Medical Center, Guangzhou, Guangdong 510632, P.R. China."
33495810,12,Qing,Zheng,Q,"Department of Microbiology and Biochemical Pharmacy, School of Pharmacy, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33495810,13,Fei,Xiao,F,"Department of Pharmacology, School of Medicine, Jinan University, Guangzhou, Guangdong 510632, P.R. China."
33517514,1,Pragya,Kushwaha,P,"Department of Biotechnology, Institute of Engineering and Technology, Dr. A.P.J. Abdul Kalam Technical University, Lucknow, Uttar Pradesh, 226021, India."
33517514,2,Vineeta,Singh,V,"Department of Biotechnology, Institute of Engineering and Technology, Dr. A.P.J. Abdul Kalam Technical University, Lucknow, Uttar Pradesh, 226021, India."
33517514,3,Pallavi,Somvanshi,P,"School of Computational & Integrative Sciences, Jawaharlal Nehru University, New Delhi, 110067, India."
33517514,4,Tulika,Bhardwaj,T,"School of Computational & Integrative Sciences, Jawaharlal Nehru University, New Delhi, 110067, India."
33517514,5,George E,Barreto,GE,"Department of Biological Sciences, University of Limerick, Limerick, Ireland."
33517514,6,Ghulam Md,Ashraf,GM,"Pre-Clinical Research Unit, King Fahd Medical Research Center, King Abdulaziz University, Jeddah, Saudi Arabia."
33517514,7,Bhartendu Nath,Mishra,BN,"Department of Biotechnology, Institute of Engineering and Technology, Dr. A.P.J. Abdul Kalam Technical University, Lucknow, Uttar Pradesh, 226021, India. profbnmishra@gmail.com."
33517514,8,Rajendra Singh,Chundawat,RS,"Department of Bioscience, SLAS, Mody University of Science and Technology, Laxmangarh, Rajasthan, 332311, India."
33517514,9,Shafiul,Haque,S,"Research and Scientific Studies Unit, College of Nursing & Allied Health Sciences, Jazan University, Jazan, 45142, Saudi Arabia. shafiul.haque@hotmail.com."
33518643,1,Kenichi,Akaji,K,"Department of Medicinal Chemistry, Kyoto Pharmaceutical University."
33520593,1,Kayode Ezekiel,Adewole,KE,"Department of Biochemistry, Faculty of Basic Medical Sciences, University of Medical Sciences, P.M.B. 536, Ondo City, Ondo State Nigeria."
33520593,2,Ahmed Adebayo,Ishola,AA,"Central Research Laboratory, 132B, University Road, Ilorin, Kwara State Nigeria."
33527718,1,Andrea,Vergallo,A,"Sorbonne University, GRC n° 21, Alzheimer Precision Medicine (APM), AP-HP, Pitié-Salpêtrière Hospital, Boulevard de l'hôpital, Paris, France."
33527718,2,Pablo,Lemercier,P,"Sorbonne University, GRC n° 21, Alzheimer Precision Medicine (APM), AP-HP, Pitié-Salpêtrière Hospital, Boulevard de l'hôpital, Paris, France."
33527718,3,Enrica,Cavedo,E,"Sorbonne University, GRC n° 21, Alzheimer Precision Medicine (APM), AP-HP, Pitié-Salpêtrière Hospital, Boulevard de l'hôpital, Paris, France."
33527718,4,Simone,Lista,S,"Sorbonne University, GRC n° 21, Alzheimer Precision Medicine (APM), AP-HP, Pitié-Salpêtrière Hospital, Boulevard de l'hôpital, Paris, France."
33527718,5,Eugeen,Vanmechelen,E,"ADx NeuroSciences NV2, Ghent, Belgium."
33527718,6,Ann,De Vos,A,"ADx NeuroSciences NV2, Ghent, Belgium."
33527718,7,Henrik,Zetterberg,H,"Department of Psychiatry and Neurochemistry, Institute of Neuroscience and Physiology, The Sahlgrenska Academy at the University of Gothenburg, Mölndal, Sweden."
33527718,8,Kaj,Blennow,K,"Clinical Neurochemistry Laboratory, Sahlgrenska University Hospital, Mölndal, Sweden."
33527718,9,Marie-Odile,Habert,MO,"Sorbonne Université, CNRS, INSERM, Laboratoire d'Imagerie Biomédicale, F-75013, Paris, France."
33527718,10,Marie-Claude,Potier,MC,"ICM Institut du Cerveau et de la Moelle épinière, CNRS UMR7225, INSERM U1127, UPMC, Hôpital de la Pitié-Salpêtrière, 47 Bd de l'Hôpital, Paris, France."
33527718,11,Bruno,Dubois,B,"Sorbonne University, GRC n° 21, Alzheimer Precision Medicine (APM), AP-HP, Pitié-Salpêtrière Hospital, Boulevard de l'hôpital, Paris, France."
33527718,12,Stefan,Teipel,S,"Clinical Dementia Research Section, German Center for Neurodegenerative Diseases (DZNE), Rostock, Germany."
33527718,13,Harald,Hampel,H,"Sorbonne University, GRC n° 21, Alzheimer Precision Medicine (APM), AP-HP, Pitié-Salpêtrière Hospital, Boulevard de l'hôpital, Paris, France."
33539795,1,Meiyue,Wang,M,"Laboratory of Molecular Iron Metabolism, College of Life Science, Hebei Normal University, Shijiazhuang 050024, Hebei Province, China."
33539795,2,Yong,Zuo,Y,"Laboratory of Molecular Iron Metabolism, College of Life Science, Hebei Normal University, Shijiazhuang 050024, Hebei Province, China."
33539795,3,Xincheng,Li,X,"Laboratory of Molecular Iron Metabolism, College of Life Science, Hebei Normal University, Shijiazhuang 050024, Hebei Province, China."
33539795,4,Yan,Li,Y,"Laboratory of Molecular Iron Metabolism, College of Life Science, Hebei Normal University, Shijiazhuang 050024, Hebei Province, China."
33539795,5,Anand,Thirupathi,A,"Faculty of Sports Science, Ningbo University, Ningbo 315211, China."
33539795,6,Peng,Yu,P,"Laboratory of Molecular Iron Metabolism, College of Life Science, Hebei Normal University, Shijiazhuang 050024, Hebei Province, China."
33539795,7,Guofen,Gao,G,"Laboratory of Molecular Iron Metabolism, College of Life Science, Hebei Normal University, Shijiazhuang 050024, Hebei Province, China."
33539795,8,Changhao,Zhou,C,"First Hospital of Hebei Medical University, Shijiazhuang 050030, Hebei Province, China."
33539795,9,Yanzhong,Chang,Y,"Laboratory of Molecular Iron Metabolism, College of Life Science, Hebei Normal University, Shijiazhuang 050024, Hebei Province, China."
33539795,10,Zhenhua,Shi,Z,"Laboratory of Molecular Iron Metabolism, College of Life Science, Hebei Normal University, Shijiazhuang 050024, Hebei Province, China. Electronic address: shizhhtom@hebtu.edu.cn."
33559105,1,Zhen,Lan,Z,"Department of Neurobiology, Army Medical University, Chongqing, China."
33559105,2,Zhaoyou,Meng,Z,"Department of Neurobiology, Army Medical University, Chongqing, China."
33559105,3,Biyao,Lian,B,"Department of Neurobiology, Army Medical University, Chongqing, China."
33559105,4,Mengying,Liu,M,"Department of Neurobiology, Army Medical University, Chongqing, China."
33559105,5,Tao,Sun,T,"Department of Neurobiology, Army Medical University, Chongqing, China."
33559105,6,Huan,Sun,H,"Department of Neurobiology, Army Medical University, Chongqing, China."
33559105,7,Zhi,Liu,Z,"Department of Histology and Embryology, Army Medical University, Chongqing, China."
33559105,8,Zhenxin,Hu,Z,"Battalion One of Basic Medical Sciences, Army Medical University, Chongqing, China."
33559105,9,Qiang,Guo,Q,"Department of Basic Medicine, Chongqing Medical and Pharmaceutical College, Chongqing, China. 40326068@qq.com."
33559105,10,Jiqiang,Zhang,J,"Department of Neurobiology, Army Medical University, Chongqing, China. zhangjqtmmu@yahoo.com."
33581209,1,Sandipan,Chakraborty,S,"Amity Institute of Biotechnology, Amity University, Action Area II, Rajarhat, Kolkata 700135, India. Electronic address: sandipanchakraborty.13@gmail.com."
33581209,2,Jyotirmoy,Rakshit,J,"Department of Biotechnology, Maulana Abul Kalam Azad University of Technology, West Bengal, NH 12, Haringhata 741249, West Bengal, India."
33581209,3,Jaya,Bandyopadhyay,J,"Department of Biotechnology, Maulana Abul Kalam Azad University of Technology, West Bengal, NH 12, Haringhata 741249, West Bengal, India. Electronic address: jaya.bandyopadhyay@makautwb.ac.in."
33581209,4,Soumalee,Basu,S,"Department of Microbiology, University of Calcutta, 35, Ballygunge Circular Road, Kolkata 700019, India. Electronic address: soumalee@gmail.com."
33586916,1,Zohreh,Ghotbeddin,Z,"Division of Physiology, Department of Basic Sciences, Faculty of Veterinary Medicine, Shahid Chamran University of Ahvaz, Ahvaz, Iran."
33586916,2,Mohammad Reza,Tabandeh,MR,"Stem Cell and Transgenic Technology Research Center, Shahid Chamran University of Ahvaz, Ahvaz, Iran."
33586916,3,Mahdi,Pourmahdi Borujeni,M,"Department of Food Hygiene, Faculty of Veterinary Medicine, Shahid Chamran University of Ahvaz, Ahvaz, Iran."
33586916,4,Fahimeh,Fahimi Truski,F,"Division of Physiology, Department of Basic Sciences, Faculty of Veterinary Medicine, Shahid Chamran University of Ahvaz, Ahvaz, Iran."
33586916,5,Mohammad Reza,Zalaki Ghorbani Pour,MR,"Division of Physiology, Department of Basic Sciences, Faculty of Veterinary Medicine, Shahid Chamran University of Ahvaz, Ahvaz, Iran."
33586916,6,Leila,Tabrizian,L,"Division of Physiology, Department of Basic Sciences, Faculty of Veterinary Medicine, Shahid Chamran University of Ahvaz, Ahvaz, Iran."
33588527,1,Yuji,Koriyama,Y,
33588527,2,Akihiro,Hori,A,
33588527,3,Hisanori,Ito,H,
33588527,4,Shuji,Yonezawa,S,
33588527,5,Yoshiyasu,Baba,Y,
33588527,6,Norihiko,Tanimoto,N,
33588527,7,Tatsuhiko,Ueno,T,
33588527,8,Shiho,Yamamoto,S,
33588527,9,Takahiko,Yamamoto,T,
33588527,10,Naoya,Asada,N,
33588527,11,Kenji,Morimoto,K,
33588527,12,Shunsuke,Einaru,S,
33588527,13,Katsunori,Sakai,K,
33588527,14,Takushi,Kanazu,T,
33588527,15,Akihiro,Matsuda,A,
33588527,16,Yoshitaka,Yamaguchi,Y,
33588527,17,Takuya,Oguma,T,
33588527,18,Maarten,Timmers,M,"Janssen Research & Development, a division of Janssen Pharmaceutica N.V., Turnhoutseweg 30, B-2340 Beerse, Belgium."
33588527,19,Luc,Tritsmans,L,"Janssen Research & Development, a division of Janssen Pharmaceutica N.V., Turnhoutseweg 30, B-2340 Beerse, Belgium."
33588527,20,Ken-Ichi,Kusakabe,KI,
33588527,21,Akira,Kato,A,
33588527,22,Gaku,Sakaguchi,G,
33614894,1,Jennifer A,Zimmer,JA,Eli Lilly and Company Indianapolis Indiana USA.
33614894,2,Sergey,Shcherbinin,S,Eli Lilly and Company Indianapolis Indiana USA.
33614894,3,Michael D,Devous,MD,Eli Lilly and Company Indianapolis Indiana USA.
33614894,4,Sonja M,Bragg,SM,Eli Lilly and Company Indianapolis Indiana USA.
33614894,5,Katherine J,Selzler,KJ,Eli Lilly and Company Indianapolis Indiana USA.
33614894,6,Alette M,Wessels,AM,Eli Lilly and Company Indianapolis Indiana USA.
33614894,7,Craig,Shering,C,"AstraZeneca, Neuroscience Biopharmaceuticals R&D Boston Massachusetts USA."
33614894,8,Jamie,Mullen,J,"AstraZeneca, Neuroscience Biopharmaceuticals R&D Boston Massachusetts USA."
33614894,9,John,Landry,J,Eli Lilly and Company Indianapolis Indiana USA.
33614894,10,Scott W,Andersen,SW,Eli Lilly and Company Indianapolis Indiana USA.
33614894,11,AnnCatherine M,Downing,AM,Eli Lilly and Company Indianapolis Indiana USA.
33614894,12,Adam S,Fleisher,AS,Eli Lilly and Company Indianapolis Indiana USA.
33614894,13,Diana Otero,Svaldi,DO,Eli Lilly and Company Indianapolis Indiana USA.
33614894,14,John R,Sims,JR,Eli Lilly and Company Indianapolis Indiana USA.
33665787,1,Mark,Chambers,M,"Discipline of Biochemistry, School of Life Sciences, University of KwaZulu-Natal, Pietermaritzburg, 3201, South Africa."
33665787,2,Alexandré,Delport,A,"Discipline of Biochemistry, School of Life Sciences, University of KwaZulu-Natal, Pietermaritzburg, 3201, South Africa."
33665787,3,Raymond,Hewer,R,"Discipline of Biochemistry, School of Life Sciences, University of KwaZulu-Natal, Pietermaritzburg, 3201, South Africa. hewerr@ukzn.ac.za."
33667514,1,Chunjiang,Liu,C,"Department of General Surgery, Shaoxing People's Hospital (Shaoxing Hospital of Zhejiang University), Shaoxing, Zhejiang, China."
33667514,2,Hengjie,Wang,H,"Department of Hepatobiliary Surgery, Kunshan Hospital of Traditional Chinese Medicine, Kunshan, Jiangsu, China."
33667514,3,Liming,Tang,L,"Department of General Surgery, Shaoxing People's Hospital (Shaoxing Hospital of Zhejiang University), Shaoxing, Zhejiang, China."
33667514,4,Hongliang,Huang,H,"Department of General Surgery, Shaoxing People's Hospital (Shaoxing Hospital of Zhejiang University), Shaoxing, Zhejiang, China."
33667514,5,Miaojun,Xu,M,"Department of General Surgery, Shaoxing People's Hospital (Shaoxing Hospital of Zhejiang University), Shaoxing, Zhejiang, China."
33667514,6,Yuting,Lin,Y,"Department of General Surgery, BenQ Medical Center, The Affiliated BenQ Hospital of Nanjing Medical University, Nanjing, Jiangsu, China."
33667514,7,Liang,Zhou,L,"Department of General Surgery, BenQ Medical Center, The Affiliated BenQ Hospital of Nanjing Medical University, Nanjing, Jiangsu, China."
33667514,8,Lichen,Ho,L,"Department of General Surgery, BenQ Medical Center, The Affiliated BenQ Hospital of Nanjing Medical University, Nanjing, Jiangsu, China."
33667514,9,Jinjing,Lu,J,"Department of General Surgery, BenQ Medical Center, The Affiliated BenQ Hospital of Nanjing Medical University, Nanjing, Jiangsu, China."
33667514,10,Xiaoming,Ai,X,"Department of General Surgery, BenQ Medical Center, The Affiliated BenQ Hospital of Nanjing Medical University, Nanjing, Jiangsu, China. Electronic address: aixiaoming0503@tom.com."
33667517,1,Sally A,Abuelezz,SA,"Clinical Pharmacology Department, Faculty of Medicine Ain-Shams University, Cairo, Egypt. Electronic address: sallyabuelezz@yahoo.com."
33667517,2,Nevien,Hendawy,N,"Clinical Pharmacology Department, Faculty of Medicine Ain-Shams University, Cairo, Egypt."
33670685,1,Shiu-Jau,Chen,SJ,"Department of Neurosurgery, Mackay Memorial Hospital, Taipei 10449, Taiwan."
33670685,2,Tzer-Bin,Lin,TB,"Department of Physiology, School of Medicine, College of Medicine, Taipei Medical University, Taipei 11049, Taiwan."
33670685,3,Hsien-Yu,Peng,HY,"Department of Medicine, Mackay Medical College, New Taipei 25245, Taiwan."
33670685,4,Hsiang-Jui,Liu,HJ,"Department of Optometry, Mackay Junior College of Medicine, Nursing, and Management, New Taipei 11260, Taiwan."
33670685,5,An-Sheng,Lee,AS,"Department of Medicine, Mackay Medical College, New Taipei 25245, Taiwan."
33670685,6,Cheng-Hsien,Lin,CH,"Department of Medicine, Mackay Medical College, New Taipei 25245, Taiwan."
33670685,7,Kuang-Wen,Tseng,KW,"Department of Medicine, Mackay Medical College, New Taipei 25245, Taiwan."
33672482,1,Henning Johannes,Drews,HJ,"Department of Clinical Pharmacology, University Hospital of Tuebingen, 72076 Tuebingen, Germany."
33672482,2,Roman,Klein,R,"Department of Clinical Pharmacology, University Hospital of Tuebingen, 72076 Tuebingen, Germany."
33672482,3,Ali,Lourhmati,A,"Department of Clinical Pharmacology, University Hospital of Tuebingen, 72076 Tuebingen, Germany."
33672482,4,Marine,Buadze,M,"Department of Clinical Pharmacology, University Hospital of Tuebingen, 72076 Tuebingen, Germany."
33672482,5,Elke,Schaeffeler,E,"Dr. Margarete Fischer-Bosch-Institute of Clinical Pharmacology, 70376 Stuttgart, Germany."
33672482,6,Thomas,Lang,T,"Dr. Margarete Fischer-Bosch-Institute of Clinical Pharmacology, 70376 Stuttgart, Germany."
33672482,7,Torgom,Seferyan,T,"H. Buniatian Institute of Biochemistry, National Academy of Sciences of the Republic of Armenia (NASRA), Yerevan 0019, Armenia."
33672482,8,Leah R,Hanson,LR,"HealthPartners Center for Memory and Aging, HealthPartners Neurosciences, St. Paul, MN 55130, USA."
33672482,9,William H,Frey Ii,WH,"HealthPartners Center for Memory and Aging, HealthPartners Neurosciences, St. Paul, MN 55130, USA."
33672482,10,Tom C G M,de Vries,TCGM,"CytoSMART, 5611 AZ Eindhoven, The Netherlands."
33672482,11,Inge A E W,Thijssen-van Loosdregt,IAEW,"CytoSMART, 5611 AZ Eindhoven, The Netherlands."
33672482,12,Christoph H,Gleiter,CH,"Department of Clinical Pharmacology, University Hospital of Tuebingen, 72076 Tuebingen, Germany."
33672482,13,Matthias,Schwab,M,"Department of Clinical Pharmacology, University Hospital of Tuebingen, 72076 Tuebingen, Germany."
33672482,14,Lusine,Danielyan,L,"Department of Clinical Pharmacology, University Hospital of Tuebingen, 72076 Tuebingen, Germany."
33705837,1,Anami,Ahuja,A,"Research Scholar, Department of Biotechnology, Dr. A.P.J. Abdul Kalam Technical University, Lucknow 226031, Uttar Pradesh, India; Department of Biotechnology, Meerut Institute of Engineering and Technology, Meerut 250005, Uttar Pradesh, India. Electronic address: anami.genetics@gmail.com."
33705837,2,Pankaj Kumar,Tyagi,PK,"Department of Biotechnology Engineering, Noida Institute of Engineering & Technology, Greater Noida 201306, Uttar Pradesh, India. Electronic address: pktgenetics@gmail.com."
33705837,3,Shruti,Tyagi,S,"Department of Biotechnology Engineering, Noida Institute of Engineering & Technology, Greater Noida 201306, Uttar Pradesh, India."
33705837,4,Anuj,Kumar,A,"Advanced Centre for Computational and Applied Biotechnology, Uttarakhand Council for Biotechnology (UCB), Dehradun 248007, Uttarakhand, India."
33705837,5,Manoj,Kumar,M,"Chemical and Biochemical Processing Division, ICAR - Central Institute for Research on Cotton Technology, Mumbai 400019, India."
33705837,6,Javad,Sharifi-Rad,J,"Phytochemistry Research Center, Shahid Beheshti University of Medical Sciences, Tehran, Iran; Facultad de Medicina, Universidad del Azuay, Cuenca, Ecuador. Electronic address: javad.sharifirad@gmail.com."
33713326,1,Chutikorn,Nopparat,C,"Research Center for Neuroscience, Institute of Molecular Biosciences, Mahidol University, Nakhon Pathom, Thailand."
33713326,2,Worawut,Chaopae,W,"Chulabhorn Graduate Institute, Chulabhorn Royal Academy, 54 Kamphaeng Phet 6 Road Lak Si, Bangkok, 10210, Thailand."
33713326,3,Parichart,Boontem,P,"Chulabhorn Graduate Institute, Chulabhorn Royal Academy, 54 Kamphaeng Phet 6 Road Lak Si, Bangkok, 10210, Thailand."
33713326,4,Pattarawut,Sopha,P,"Chulabhorn Graduate Institute, Chulabhorn Royal Academy, 54 Kamphaeng Phet 6 Road Lak Si, Bangkok, 10210, Thailand."
33713326,5,Prapimpun,Wongchitrat,P,"Center for Research and Innovation, Faculty of Medical Technology, Mahidol University, Nakhon Pathom, Thailand."
33713326,6,Piyarat,Govitrapong,P,"Chulabhorn Graduate Institute, Chulabhorn Royal Academy, 54 Kamphaeng Phet 6 Road Lak Si, Bangkok, 10210, Thailand. piyarat@cgi.ac.th."
33719429,1,Kazuki,Fujimoto,K,"Laboratory for Medicinal Chemistry Research, Shionogi Pharmaceutical Research Center, 1-1 Futaba-cho 3-chome, Toyonaka, Osaka 561-0825, Japan."
33719429,2,Shuhei,Yoshida,S,"Laboratory for Medicinal Chemistry Research, Shionogi Pharmaceutical Research Center, 1-1 Futaba-cho 3-chome, Toyonaka, Osaka 561-0825, Japan."
33719429,3,Genta,Tadano,G,"Laboratory for Medicinal Chemistry Research, Shionogi Pharmaceutical Research Center, 1-1 Futaba-cho 3-chome, Toyonaka, Osaka 561-0825, Japan."
33719429,4,Naoya,Asada,N,"Laboratory for Medicinal Chemistry Research, Shionogi Pharmaceutical Research Center, 1-1 Futaba-cho 3-chome, Toyonaka, Osaka 561-0825, Japan."
33719429,5,Kouki,Fuchino,K,"Laboratory for Medicinal Chemistry Research, Shionogi Pharmaceutical Research Center, 1-1 Futaba-cho 3-chome, Toyonaka, Osaka 561-0825, Japan."
33719429,6,Shinji,Suzuki,S,"Laboratory for Medicinal Chemistry Research, Shionogi Pharmaceutical Research Center, 1-1 Futaba-cho 3-chome, Toyonaka, Osaka 561-0825, Japan."
33719429,7,Eriko,Matsuoka,E,"Laboratory for Medicinal Chemistry Research, Shionogi Pharmaceutical Research Center, 1-1 Futaba-cho 3-chome, Toyonaka, Osaka 561-0825, Japan."
33719429,8,Takahiko,Yamamoto,T,"Laboratory for Medicinal Chemistry Research, Shionogi Pharmaceutical Research Center, 1-1 Futaba-cho 3-chome, Toyonaka, Osaka 561-0825, Japan."
